362.5,  162.5
327.993236135912,          203.769681636721
285.034694946748,          250.049135605403
238.279600940802,         296.323264968822
192.794594033649,          337.577549793355
153.508680496279,          369.341448192079
124.679098644223,          388.172848905829
109.429981008205,           392.03107746798
109.413806098526,         380.498034947239
 124.63232671763,          354.823505454321
153.436380016758,          317.789722641156
192.704599880014,          273.409871513897
238.181665376003,          226.493197566525
284.939430808858,          182.123850408441
327.910966772446,          145.109937265579
362.439640573031,          119.462489957005
384.783734636744,          107.960807359753
 392.52191966744,          111.851275250228
384.815643246731,          130.712301065668
           362.5,                     162.5